tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude
39899,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1909 Broderick St,1,Sidewalk: Curb side : Cutout,Private,1/25/1999,10,,37.7882544,-122.4422663
46295,Permitted Site,Robinia x ambigua :: Locust,,7,Sidewalk: Curb side : Cutout,Private,1/31/2002,,,,
260929,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,925 Cole St,1,Sidewalk: Curb side : Cutout,DPW,9/21/2019,3,,37.76554841,-122.4499774
85958,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1300 26th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/21/2006,3,3x3,37.76317855,-122.4845537
62979,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1133 Vallejo St,1,Sidewalk: Curb side : Cutout,Private,10/14/1992,10,,37.79761494,-122.4159988
37574,Permitted Site,Acacia stenophylla :: Shoestring Acacia,30 Collingwood St,1,Sidewalk: Curb side : Cutout,Private,8/15/2014,3,,37.76190749,-122.4363096
53215,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,770 Arkansas St,1,Sidewalk: Curb side : Cutout,Private,1/11/1997,12,,37.75638202,-122.3979814
34589,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3090 Pacific Ave,3,Sidewalk: Curb side : Cutout,Private,7/28/1997,5,,37.7919777,-122.4460334
2467,DPW Maintained,Prunus cerasifera :: Cherry Plum,1848 Buchanan St,1,Sidewalk: Curb side : Cutout,Private,9/13/1989,12,4X4,37.78716777,-122.4300336
48530,DPW Maintained,Leptospermum laevigatum :: Australian Tea Tree,2251(REVISED) 26th Ave,1,Sidewalk: Curb side : Cutout,Private,8/22/2002,6,,37.74549613,-122.4834757
63798,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,3215 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,Private,5/14/1994,,,37.74811606,-122.4144573
109951,Section 143,Pyrus calleryana 'Chanticleer' :: Ornamental Pear Tree 'Chanticleer',400x CLEMENTINA ST,11,Sidewalk: Curb side : Cutout,Private,3/12/2015,3,3x3,37.78068362,-122.4040379
67184,Permitted Site,Ceratonia siliqua :: Carob,912 Clayton St,1,Sidewalk: Curb side : Cutout,Private,5/6/1992,,,37.76495557,-122.4475064
38993,Permitted Site,Lophostemon confertus :: Brisbane Box,2180 Harrison St,11,Sidewalk: Curb side : Cutout,Private,5/20/1999,,,37.76247071,-122.4129546
94784,Permitted Site,Magnolia spp :: Magnolia,1X CASELLI AVE,2,Sidewalk: Curb side : Cutout,Private,11/4/2010,,3x3,37.75974808,-122.4401666
107635,Significant Tree,Prunus cerasifera :: Cherry Plum,1150 Lombard St,10,Front Yard : Yard,Private,10/1/2014,3,,37.80270049,-122.420576
253495,Planning Code 138.1 required,Trachycarpus fortunei :: Windmill Palm,1x Gordon St,13,Sidewalk: Curb side : Cutout,Private,9/12/2017,3,3x3,37.77369248,-122.4096587
91365,Permitted Site,Salix spp :: Willow,2850 22nd St,2,Sidewalk: Curb side : Cutout,Private,2/27/2009,,3x3,37.75593198,-122.4112884
46846,Permitted Site,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,135 Naples St,2,Sidewalk: Curb side : Cutout,Private,4/25/2002,,,37.72648516,-122.4268471
52299,Permitted Site,Celtis sinensis :: Chinese Hackberry,46221st ST. Douglass St,1,Sidewalk: Curb side : Cutout,Private,12/1/2005,,,37.75604994,-122.4389777
201820,DPW Maintained,Lagunaria patersonii :: Primrose Tree,100 Friedell St,4,Sidewalk: Curb side : Yard,Private,7/12/2017,3,Width 4ft,37.72892279,-122.3694495
52977,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,557 Bright St,1,Sidewalk: Curb side : Cutout,Private,8/3/2006,,,37.72090792,-122.4636624
54240,Permitted Site,Maytenus boaria :: Mayten,1288 03rd Ave,1,Sidewalk: Curb side : Cutout,Private,4/30/1992,,,37.76454257,-122.4598131
49645,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',801 Miramar Ave,1,Sidewalk: Curb side : Cutout,Private,5/16/2003,,,37.73007775,-122.4583096
61143,DPW Maintained,Pittosporum undulatum :: Victorian Box,2169 Grove St,1,Sidewalk: Curb side : Cutout,Private,10/1/1983,14,6x6,37.77404665,-122.4522704
43467,Permitted Site,Quercus douglasii :: Blue Oak,1000 Cayuga Ave,7,Sidewalk: Curb side : Cutout,Private,7/18/2000,,,37.72208413,-122.4398555
114498,DPW Maintained,Olea europaea :: Olive Tree,506 Brannan St,4,Sidewalk: Curb side : Cutout,Private,1/27/2016,3,3x3,37.77818947,-122.3968783
259743,DPW Maintained,Afrocarpus gracilior :: Fern Pine,1300x Quesada Ave,1,Side Yard : Cutout,DPW,10/13/2018,3,,,
61435,Permitted Site,Eucalyptus Spp :: Eucalyptus,327 Caselli Ave,1,Sidewalk: Curb side : Cutout,Private,11/15/2003,26,,37.75893932,-122.4438749
65065,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,329 Point Lobos Ave,1,Sidewalk: Curb side : Cutout,Private,3/5/2005,,,37.7798502,-122.5065526
86673,DPW Maintained,Acer rubrum :: Red Maple,1157 Bryant St,3,Sidewalk: Curb side : Cutout,Private,4/9/2007,3,3x3,37.77054188,-122.4093216
109259,DPW Maintained,Agonis flexuosa :: Peppermint Willow,1658 47th Ave,1,Sidewalk: Curb side : Cutout,Private,2/5/2015,3,3x3,37.75555259,-122.5065004
60427,Permitted Site,Pittosporum crassifolium :: Karo Tree,426 29th St,1,Sidewalk: Curb side : Cutout,Private,2/3/1996,,,37.74359892,-122.4295091
58810,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,3199 Fillmore St,1,Sidewalk: Curb side : Cutout,Private,1/2/2015,3,,37.79879687,-122.4359202
261131,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,205 Paris St,1,Sidewalk: Curb side : Cutout,Private,11/27/2019,3,Width 3ft,37.72521189,-122.4320751
85814,Permitted Site,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1607 Howard St,1,Sidewalk: Curb side : Cutout,Private,5/18/2007,3,3x3,37.77160587,-122.4168721
94845,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,1541 12th Ave,3,Sidewalk: Curb side : Cutout,Private,11/10/2010,,3x3,37.75939604,-122.4692603
31901,DPW Maintained,Olea europaea :: Olive Tree,973 Minna St,1,Sidewalk: Curb side : Cutout,Private,6/26/1995,6,,37.77417542,-122.4161658
14225,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2000X Market St,1,Sidewalk: Curb side : Cutout,DPW,3/30/1992,6,4X4,37.76941401,-122.4267391
36352,Permitted Site,Prunus serrulata :: Ornamental Cherry,115 Eastwood Dr,2,Sidewalk: Curb side : Cutout,Private,5/18/1998,,,37.72793397,-122.4574519
259347,DPW Maintained,Lagunaria patersonii :: Primrose Tree,450x Burrows St,1,Sidewalk: Curb side : Cutout,DPW,4/27/2019,3,,,
100036,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1199@Washington Mason St,4,Sidewalk: Curb side : Cutout,Rec/Park,8/2/2012,,,37.79450621,-122.4114124
38671,Permitted Site,Pyrus calleryana :: Ornamental Pear,655 Central Ave,3,Sidewalk: Curb side : Cutout,Private,10/1/1998,,,37.7755847,-122.4447842
49904,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1686 15th St,1,Sidewalk: Curb side : Cutout,Private,7/2/2003,,,37.76662916,-122.4217462
91193,DPW Maintained,Hymenosporum flavum :: Sweet Shade,402 Haight St,1,Sidewalk: Curb side : Cutout,DPW,4/8/2009,5,3x3,37.77240067,-122.4289962
16332,DPW Maintained,Pyrus calleryana :: Ornamental Pear,862X Monterey Blvd,2,Median : Cutout,DPW,4/22/2008,3,5,37.73150169,-122.4538522
18458,DPW Maintained,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,1136 Potrero Ave,1,Sidewalk: Curb side : Cutout,DPW,12/1/2006,3,4X4,37.75390706,-122.406572
47197,DPW Maintained,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,2899X Clement St,1,Sidewalk: Curb side : Cutout,SFUSD,5/8/2002,3,3x3,37.78079298,-122.4900727
26546,DPW Maintained,Geijera parviflora :: Australian Willow,570 Francisco St,1,Sidewalk: Curb side : Cutout,DPW,1/17/2020,3,4X4,37.8046059,-122.4145553
17018,DPW Maintained,Afrocarpus gracilior :: Fern Pine,1048 Oak St,1,Sidewalk: Curb side : Cutout,DPW,6/22/1998,3,3X3,37.77338188,-122.4365749
63341,Permitted Site,Pyrus kawakamii :: Evergreen Pear,24 Bessie St,1,Sidewalk: Curb side : Cutout,Private,2/6/1987,,,37.74667504,-122.4146512
89484,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4214 Anza St,1,Sidewalk: Curb side : Cutout,DPW,3/26/2008,3,3x3,37.77783833,-122.4935372
165739,DPW Maintained,Acer buergeranum :: Trident Maple,129 Andover St,1,Sidewalk: Curb side : Cutout,Private,2/24/2018,3,3x5,37.74119996,-122.4162924
108310,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1563 32nd Ave,1,Sidewalk: Curb side : Cutout,Private,12/15/2014,3,,37.75804978,-122.4907819
56285,DPW Maintained,Olea europaea :: Olive Tree,358 12th Ave,1,Sidewalk: Curb side : Cutout,Private,7/31/1973,14,,37.78155086,-122.4706829
36047,Permitted Site,Syagrus romanzoffianum :: Queen Palm,3057 17th St,2,Sidewalk: Curb side : Cutout,Private,4/28/1998,,3x3,37.76367664,-122.4142593
38871,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,1551 Judah St,2,Sidewalk: Curb side : Cutout,Private,11/2/1998,2,,37.76155778,-122.4786044
92729,Permitted Site,Acer rubrum 'Armstrong' :: Armstrong Red Maple,1050X Minna St,4,Sidewalk: Curb side : Cutout,Private,9/25/2009,3,3x3,37.77331594,-122.4174055
82763,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,12 Macedonia St,1,Sidewalk: Curb side : Cutout,Private,2/8/2008,,3x3,37.74615184,-122.4072755
30647,DPW Maintained,Lophostemon confertus :: Brisbane Box,40 Isis St,2,Sidewalk: Curb side : Cutout,Private,1/30/1995,22,,37.7700513,-122.4146891
27977,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,300 The Embarcadero,14,Sidewalk: Curb side : Cutout,Port,2/5/2001,12,4X4,37.79765286,-122.3959858
33360,Permitted Site,Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau',245 Kenwood Way,2,Sidewalk: Curb side : Cutout,Private,11/14/1996,,,37.72807499,-122.4634411
49054,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,629 Miramar Ave,1,Sidewalk: Curb side : Cutout,Private,1/7/2003,,,37.72813857,-122.4583537
47946,Permitted Site,Leptospermum scoparium 'Ruby Glow' :: New Zealand Ruby Glow Tea Tree,659 Joost Ave,1,Sidewalk: Curb side : Cutout,Private,6/26/2002,,,37.73224881,-122.4502078
39980,DPW Maintained,Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau',45 Bay View St,2,Sidewalk: Curb side : Cutout,Private,1/27/1999,4,,37.73252505,-122.3929462
49125,Permitted Site,Prunus cerasifera :: Cherry Plum,11 Southwood Dr,1,Sidewalk: Curb side : Cutout,Private,1/14/2003,,,37.72557877,-122.4567302
64514,DPW Maintained,Prunus cerasifera :: Cherry Plum,742 Baker St,1,Sidewalk: Curb side : Cutout,Private,7/21/1988,4,,37.77793666,-122.4416648
90576,DPW Maintained,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2020 Cabrillo St,1,Sidewalk: Curb side : Cutout,DPW,2/15/2008,3,3x3,37.77469239,-122.4805205
103841,DPW Maintained,Syagrus romanzoffianum :: Queen Palm,1545 Polk St,1,Sidewalk: Curb side : Pot,DPW,11/1/2009,3,3x3,37.79123655,-122.4209974
32269,DPW Maintained,Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman',2033 22nd St,1,Sidewalk: Curb side : Cutout,Private,10/7/2000,4,,37.75705569,-122.4015935
39957,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,371 Teddy Ave,1,Sidewalk: Curb side : Cutout,Private,1/25/1999,,,37.71549697,-122.4101296
92886,Permitted Site,Lophostemon confertus :: Brisbane Box,1366 Mission St,4,Sidewalk: Curb side : Cutout,Private,6/18/2009,,3x3,37.77561039,-122.4155496
45414,Permitted Site,Dodonaea viscosa :: Hop Bush,845 Head St,2,Sidewalk: Curb side : Cutout,Private,7/11/2001,,,37.72267031,-122.4632278
54276,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,1459 09th Ave,1,Sidewalk: Curb side : Cutout,Private,5/30/1972,,5x6,37.76107847,-122.466194
78542,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,918 Huron Ave,1,Sidewalk: Curb side : Cutout,Private,10/21/2000,11,,37.71001947,-122.4522455
109784,Permitted Site,Ginkgo biloba :: Maidenhair Tree,380 FULTON ST,1,Sidewalk: Curb side : Cutout,Private,11/22/2016,3,3x3,37.77884255,-122.4230323
15575,DPW Maintained,Solanum rantonnetti ::,3120 Mission St,1,Sidewalk: Curb side : Cutout,DPW,1/10/2004,3,3X3,37.74753939,-122.4187371
260917,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,1740 Page St,,Sidewalk: Curb side : Cutout,DPW,9/21/2019,3,,37.77069757,-122.4494573
31723,DPW Maintained,Prunus cerasifera :: Cherry Plum,2438 20th Ave,1,Sidewalk: Curb side : Cutout,Private,6/19/1995,3,,37.74217766,-122.4766088
8063,Permitted Site,Pittosporum undulatum :: Victorian Box,627 Fulton St,1,Sidewalk: Curb side : Cutout,Private,4/19/1991,13,3x3,37.77819809,-122.427119
68939,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,491 20th Ave,1,Sidewalk: Curb side : Cutout,Private,2/12/2010,3,,37.77872852,-122.4793472
75952,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,6555 Geary Blvd,3,Sidewalk: Curb side : Cutout,Private,6/3/1989,8,,37.77972704,-122.4897371
1409,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,79 Ardath Ct,1,Sidewalk: Curb side : Cutout,DPW,3/11/2006,3,3X4,37.73416149,-122.3821422
46184,Permitted Site,Prunus cerasifera :: Cherry Plum,841 Shrader St,1,Sidewalk: Curb side : Cutout,Private,12/28/2001,,,37.76712306,-122.4514967
80732,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1951 Quesada Ave,1,Sidewalk: Curb side : Cutout,Private,11/9/2002,5,,37.73597499,-122.396198
251598,Permitted Site,Pinus radiata :: Monterey Pine,900x Moraga St,1,Side Yard : Yard,Private,9/6/2017,3,3x3,37.75640478,-122.4727817
192250,DPW Maintained,Fraxinus oxycarpa 'Raywood' :: Raywood Ash,450 11th St,2,Sidewalk: Curb side : Cutout,Private,4/13/2017,3,Width 3ft,37.76961532,-122.4110432
51654,Permitted Site,Crataegus phaenopyrum :: Washington Hawthorn,1419 Silver Ave,1,Sidewalk: Curb side : Cutout,Private,3/16/2005,,,37.7316386,-122.408474
50636,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,768 El Camino Del Mar,1,Sidewalk: Curb side : Cutout,Private,7/22/2009,,3x3,37.78641804,-122.4919887
56350,Permitted Site,Acacia baileyana 'Purpurea' :: Purple-leaf Acacia,147 Hartford St,1,Sidewalk: Curb side : Cutout,Private,7/29/2014,20,3x3,37.76020713,-122.433739
45709,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',196 Graystone Ter,1,Sidewalk: Curb side : Cutout,Private,11/30/2015,,,37.75713022,-122.4453398
30751,Permitted Site,Pyrus calleryana :: Ornamental Pear,5075 03rd St,3,Sidewalk: Curb side : Cutout,Private,3/8/2013,,3x3,37.73259857,-122.391303
242086,Undocumented,Eriobotrya deflexa :: Bronze Loquat,4185 25th St,12,Sidewalk: Curb side : Cutout,DPW for City Agency,2/16/2016,2,Width 3ft,37.74970529,-122.4326179
260667,Permitted Site,Aesculus californica :: California Buckeye,2X Serrano Dr,5,Sidewalk: Curb side : Cutout,Private,10/3/2019,3,3x6,,
49351,DPW Maintained,Pittosporum undulatum :: Victorian Box,1875@ EVANS Marin St,4,Sidewalk: Curb side : Cutout,Private,3/7/2003,6,,37.74838025,-122.3946524
40872,Permitted Site,Pittosporum undulatum :: Victorian Box,3456 Washington St,8,Sidewalk: Curb side : Cutout,Private,9/22/1999,,,37.78967858,-122.449958
62411,DPW Maintained,Lophostemon confertus :: Brisbane Box,651 14th Ave,1,Sidewalk: Curb side : Cutout,Private,6/7/1997,8,,37.7758558,-122.47257
63996,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,454 Clipper St,1,Sidewalk: Curb side : Cutout,Private,10/6/1987,,,37.74889377,-122.4350722
85623,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,1404 Quesada Ave,1,Sidewalk: Curb side : Cutout,DPW,3/30/2007,3,3x3,37.73035988,-122.3860204
84231,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',178 25th Ave,1,Sidewalk: Curb side : Cutout,Private,9/4/2006,1,,37.78617393,-122.4850805
42013,Permitted Site,Dodonaea viscosa :: Hop Bush,39 Pinehurst Way,1,Sidewalk: Curb side : Cutout,Private,6/21/2000,,,37.72741616,-122.4655502
159889,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,61 Niagara Ave,1,Sidewalk: Curb side : Cutout,Private,11/10/2018,3,3x9,37.71648382,-122.4429078
109311,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,85 29th St,1,Sidewalk: Curb side : Cutout,Private,2/10/2015,3,3x3,37.74380057,-122.4224101
96850,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,1401 Kearny St,,Sidewalk: Curb side : Cutout,Private,7/29/2011,,3x3,37.80100221,-122.406194
42305,Permitted Site,Leptospermum scoparium 'Ruby Glow' :: New Zealand Ruby Glow Tea Tree,149 Edna St,1,Sidewalk: Curb side : Cutout,Private,6/23/2000,,,37.72786157,-122.4466469
89495,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4440X Anza St,1,Sidewalk: Curb side : Cutout,DPW,3/26/2008,3,3x3,37.77772543,-122.4959937
24560,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,432 Cortland Ave,1,Sidewalk: Curb side : Cutout,Private,4/16/1996,24,3X3,37.73904901,-122.4169843
65472,Permitted Site,Olea europaea :: Olive Tree,62 Granada Ave,1,Sidewalk: Curb side : Cutout,Private,12/11/1989,,,37.71934333,-122.4570635
39638,Permitted Site,Olea europaea :: Olive Tree,555 Arch St,1,Sidewalk: Curb side : Cutout,Private,12/29/1998,,,37.72076136,-122.4672604
39410,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,401Bldg #8 Page St,11,Sidewalk: Curb side : Cutout,Private,12/21/1998,,,37.77337871,-122.4273922
92545,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1582 34th Ave,2,Sidewalk: Curb side : Cutout,Private,7/23/2009,2,3x3,37.75764095,-122.4927558
82828,Permitted Site,Magnolia grandiflora 'Russet' :: Russet Magnolia,1590X Revere Ave,4,Sidewalk: Curb side : Cutout,Private,7/2/2009,,3x3,37.73222964,-122.3895443
51871,Permitted Site,Melaleuca linariifolia :: Flaxleaf Paperbark,200 Guerrero St,4,Sidewalk: Curb side : Cutout,Private,7/15/2005,3,3x3,37.76797282,-122.4245118
50820,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1009 Mission St,2,Sidewalk: Curb side : Cutout,Private,3/19/2004,4,,37.7806776,-122.4089273
46318,DPW Maintained,Maytenus boaria :: Mayten,2423 Green St,1,Sidewalk: Curb side : Cutout,Private,4/9/2002,5,,37.79555723,-122.4396181
4039,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,2323 Cesar Chavez St,4,Sidewalk: Curb side : Cutout,DPW,3/7/2014,5,2X3,37.74934602,-122.401494
85691,DPW Maintained,Acer rubrum 'Red Sunset' :: Red Swamp Maple,580 Bryant St,1,Sidewalk: Curb side : Cutout,DPW,4/23/2007,3,3x3,37.78010568,-122.3974612
66077,DPW Maintained,Melaleuca linariifolia :: Flaxleaf Paperbark,1809 Taylor St,1,Sidewalk: Curb side : Cutout,Private,8/8/1990,14,,37.79929082,-122.414092
49972,Permitted Site,Callistemon citrinus :: Lemon Bottlebrush,919@ HOFFMAN Elizabeth St,1,Sidewalk: Curb side : Cutout,Private,7/16/2003,,,37.75160148,-122.4411022
4156,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3728 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,DPW,11/18/1997,12,3X3,37.74799962,-122.4231704
199343,DPW Maintained,Eucalyptus sideroxylon :: Red Ironbark,1801 03rd St,2,Sidewalk: Property side : Yard,Private,10/16/2019,3,Width 4ft,37.76540501,-122.3887907
79630,DPW Maintained,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1331 Kansas St,1,Sidewalk: Curb side : Cutout,Private,10/5/2002,2,,37.752742,-122.4022931
33919,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,49 Zoe St,5,Sidewalk: Curb side : Cutout,Private,3/18/1997,,,37.77994709,-122.3959922
89206,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,751 25th Ave,3,Sidewalk: Curb side : Cutout,Private,10/8/2008,1,3x3,37.77531122,-122.4844912
97974,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,325 Bowdoin St,4,Sidewalk: Curb side : Cutout,Private,12/6/2011,14,3x3,37.73062888,-122.4126854
75198,DPW Maintained,Lophostemon confertus :: Brisbane Box,675 17th Ave,11,Sidewalk: Curb side : Cutout,Private,11/8/1997,7,,37.77505083,-122.475856
70659,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,322 Utah St,2,Sidewalk: Curb side : Cutout,Private,9/17/1994,7,,37.76532978,-122.4066059
11225,DPW Maintained,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,1050X Ingalls St,11,Sidewalk: Curb side : Cutout,DPW,10/29/1992,35,3X4,37.73303465,-122.3797765
242303,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,78 Brady St,2,Sidewalk: Curb side : Cutout,Private,2/8/2018,3,Width 3ft,37.77240006,-122.4198845
69323,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,2130 Leavenworth St,1,Sidewalk: Curb side : Cutout,Private,3/23/1994,8,,37.80074266,-122.4175879
121353,DPW Maintained,Callistemon viminalis :: Weeping Bottlebrush,1221 37th Ave,1,Sidewalk: Curb side : Cutout,Private,9/27/2016,3,3x3,37.76417557,-122.4965961
8185,DPW Maintained,Pittosporum undulatum :: Victorian Box,1231 Fulton St,1,Sidewalk: Curb side : Cutout,Private,5/9/1997,6,3X3,37.77690963,-122.4371951
78083,Undocumented,Pyrus calleryana :: Ornamental Pear,123 South Van Ness Ave,1,Sidewalk: Curb side : Cutout,Private,11/3/2001,6,3x3,37.77179031,-122.4180319
88015,Permitted Site,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,77 McAllister St,2,Sidewalk: Curb side : Cutout,Private,6/23/2008,,3x3,37.78091483,-122.4134424
34989,DPW Maintained,::,2447 Washington St,1,Sidewalk: Curb side : Cutout,Private,12/22/1997,10,,37.7916321,-122.4335732
108835,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,582 Paris St,,Sidewalk: Curb side : Cutout,Private,1/6/2015,3,3x3,37.71958287,-122.4366007
32299,DPW Maintained,Pittosporum crassifolium :: Karo Tree,2367 32nd Ave,1,Sidewalk: Curb side : Cutout,Private,8/19/1996,4,,37.74307934,-122.489741
35095,Permitted Site,::,647 Edinburg St,1,Sidewalk: Curb side : Cutout,Private,1/28/1998,,,37.71891106,-122.433659
42791,Permitted Site,Lophostemon confertus :: Brisbane Box,3700 17th St,13,Sidewalk: Curb side : Cutout,Private,6/28/2000,,,37.76295693,-122.4285823
37209,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,1915 32nd Ave,1,Sidewalk: Curb side : Cutout,Private,6/12/1998,3,,37.7513993,-122.4903164
27874,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,280 The Embarcadero,4,Sidewalk: Curb side : Cutout,Port,1/31/2001,12,,37.78437786,-122.3883315
37423,Permitted Site,Dodonaea viscosa :: Hop Bush,1220 Noe St,5,Sidewalk: Curb side : Cutout,Private,6/15/1998,,,37.74948632,-122.431774
39241,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,450 Golden Gate Ave,3,Sidewalk: Curb side : Cutout,Private,12/4/1998,8,,37.78146832,-122.4176067
109183,Permitted Site,Lagunaria patersonii :: Primrose Tree,5 Santa Rosa Ave,1,Sidewalk: Curb side : Cutout,Private,1/30/2015,3,3x3,37.72577463,-122.4343411
89457,DPW Maintained,Pyrus calleryana :: Ornamental Pear,3436 Anza St,1,Sidewalk: Curb side : Cutout,DPW,3/19/2008,3,3x3,37.77821733,-122.4852851
36017,Permitted Site,Magnolia grandiflora :: Southern Magnolia,54 Bonview St,1,Sidewalk: Curb side : Cutout,Private,4/27/1998,,,37.74435513,-122.4160895
51109,Permitted Site,Koelreuteria paniculata :: Golden Rain Tree,420@ 6TH ST Berry St,15,Sidewalk: Curb side : Cutout,Private,7/27/2004,,,37.77191227,-122.3983834
48021,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,855 Ortega St,1,Sidewalk: Curb side : Cutout,Private,7/5/2002,,,37.752471,-122.4726193
201692,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,324 08th St,5,Sidewalk: Curb side : Cutout,Private,9/12/2017,3,3x6,37.77418257,-122.4092209
108087,Permitted Site,Pittosporum undulatum :: Victorian Box,600X Hampshire St,2,Sidewalk: Curb side : Cutout,Private,11/20/2014,3,3x3,37.76185647,-122.4082748
231178,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,3298 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,DPW,5/9/2017,3,3x6,37.74833567,-122.4155151
72482,Undocumented,Pittosporum undulatum :: Victorian Box,409 Illinois St,2,Sidewalk: Curb side : Cutout,Private,7/15/2016,3,5x5,37.76622943,-122.3873319
12861,Permitted Site,Lophostemon confertus :: Brisbane Box,2505X Lake St,1,Sidewalk: Curb side : Cutout,Private,4/4/1990,60,3X3,37.78562526,-122.4862917
54423,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',735 Montgomery St,1,Sidewalk: Curb side : Cutout,Private,6/20/1972,15,,37.79628373,-122.4035603
37525,Permitted Site,Dodonaea viscosa :: Hop Bush,1150 Larkin St,2,Sidewalk: Curb side : Cutout,Private,6/22/1998,,3x3,37.78850781,-122.4184835
117445,DPW Maintained,Ulmus parvifolia :: Chinese Elm,403 Francisco St,1,Sidewalk: Curb side : Cutout,Private,6/14/2016,3,,37.80483123,-122.4118372
